question,http_status,request_error,explain_enabled,status_status,status_raw,status_ok,status_reason,status_message,chosen_intent,chosen_entity,chosen_accepted,planner_score,gate_accepted,gate_source,gate_reason,gate_min_score,gate_min_gap,gate_gap,score_for_gate,intent_top2_gap_base,intent_top2_gap_final,intent_top1,intent_top2,scoring_mode,scoring_keys,rows_total,result_key,cache_hit,cache_hit_response,cache_hit_metrics,cache_layer,cache_ttl,cache_key,rag_used,fusion_used,elapsed_ms_server,elapsed_ms_total_est,elapsed_ms_client,narrator_used,narrator_latency_ms,narrator_error,answer_text,expected_intent,expected_entity,match_intent,match_entity,match_both,suite_name,suite_description,payload_id,idx,fail_reasons,case_pass,suite_status,suite_error
Resumo dos principais indicadores de HGLG11.,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_overview,fiis_overview,True,6.6,True,base,,1.0,0.2,5.5,6.6,5.5,5.5,fiis_overview,client_fiis_performance_vs_benchmark_summary,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,fiis_overview,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_overview:plan:e51dbab6d5bcf3ed8af505ea8eb761cd88fc013d5270164b459c10d35257fc4e,True,False,160,160.0,292.831,False,,,"### Overview do HGLG11

- Nome: **Pátria Log Fundo Investimento Imobiliário Responsabilidade Ltda**
- Classificação e gestão: **Tijolo / Ativa**
- Setor e subsetor: **Imóveis Industriais e Logísticos / Multicategoria**
- DY mensal / 12m: **0,70% / 8,39%**

| Código | Nome | Classificação | Setor | Subsetor | Tipo de gestão | DY mensal (%) | DY 12m (%) | Último dividendo (R$) | Último pagamento | Valor de mercado (R$) | Atualizado em |
| --- | --- | --- | --- | --- | --- | ---: | ---: | ---: | --- | ---: | --- |
| HGLG11 | Pátria Log Fundo Investimento Imobiliário Responsabilidade Ltda | Tijolo | Imóveis Industriais e Logísticos | Multicategoria | Ativa | 0,70% | 8,39% | R$ 1,10 | 15/01/2026 | R$ 6.673.223.705,00 | 27/01/2026 00:00 |

**Detalhes**

| Código | Mercado-alvo | Exclusivo | Dividendos 12m (R$) | P/BV | PL por cota (R$) | Receita por cota | Payout (%) | Taxa de crescimento | Cap rate | Alavancagem | Patrimônio líquido (R$) | Nº de cotas | Nº de cotistas | Variação mês (%) | Variação ano (%) | Volatilidade | Sharpe | Sortino | Máx. drawdown | Peso IFIX (%) | Peso IFIL (%) | Rank usuários | Rank Sírios | Rank IFIX | Rank IFIL | Rank DY 12m | Rank DY mensal | Rank dividendos 12m | Rank valor de mercado | Rank patrimônio líquido | Snapshot criado em | Indicadores de risco criados em | Indicadores de risco atualizados em | Rankings atualizados em |
| --- | --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- | --- | --- |
| HGLG11 | Investidores Em Geral | Não | R$ 13,20 | 1,22% | R$ 129,26 | 5,06% | 0,00% | 28,21% | 0,00% | 0,23 | R$ 5.481.068.156,00 | 42.404.675 | 46.644.989,6 | 0,01% | 0,00% | 1,49 | -0,88 | -0,08 | 8,08% | 4,38% | 5,04% | 0 | 0 | 4 | 4 | 261 | 311 | 62 | 4 | 4 | 22/05/2024 00:00 | 22/05/2024 00:00 | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_overview,fiis_overview,True,True,True,fiis_overview,"Roteiro de perguntas canônicas para rota fiis_overview (overview consolidado de cada FII, 1 linha por fundo). Foco: resumo geral, principais indicadores, tamanho, liquidez, risco sintético.",,140,[],True,PASS,
Resumo geral do MXRF11.,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_overview,fiis_overview,True,7.1499999999999995,True,base,,1.0,0.2,5.499999999999999,7.1499999999999995,5.499999999999999,5.499999999999999,fiis_overview,client_fiis_performance_vs_benchmark_summary,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,fiis_overview,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_overview:plan:42a2dd31cc5a8acd6e7c951a2523b5b665b013b84a7f5a710512c0e00efafb83,True,False,136,136.0,263.066,False,,,"### Overview do MXRF11

- Nome: **Maxi Renda Fundo Investimento Imobiliario FII**
- Classificação e gestão: **Papel / Ativa**
- Setor e subsetor: **Títulos e Valores Mobiliários / Logística**
- DY mensal / 12m: **1,05% / 12,32%**

| Código | Nome | Classificação | Setor | Subsetor | Tipo de gestão | DY mensal (%) | DY 12m (%) | Último dividendo (R$) | Último pagamento | Valor de mercado (R$) | Atualizado em |
| --- | --- | --- | --- | --- | --- | ---: | ---: | ---: | --- | ---: | --- |
| MXRF11 | Maxi Renda Fundo Investimento Imobiliario FII | Papel | Títulos e Valores Mobiliários | Logística | Ativa | 1,05% | 12,32% | R$ 0,10 | 15/01/2026 | R$ 4.372.560.545,00 | 27/01/2026 00:00 |

**Detalhes**

| Código | Mercado-alvo | Exclusivo | Dividendos 12m (R$) | P/BV | PL por cota (R$) | Receita por cota | Payout (%) | Taxa de crescimento | Cap rate | Alavancagem | Patrimônio líquido (R$) | Nº de cotas | Nº de cotistas | Variação mês (%) | Variação ano (%) | Volatilidade | Sharpe | Sortino | Máx. drawdown | Peso IFIX (%) | Peso IFIL (%) | Rank usuários | Rank Sírios | Rank IFIX | Rank IFIL | Rank DY 12m | Rank DY mensal | Rank dividendos 12m | Rank valor de mercado | Rank patrimônio líquido | Snapshot criado em | Indicadores de risco criados em | Indicadores de risco atualizados em | Rankings atualizados em |
| --- | --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- | --- | --- |
| MXRF11 | Investidores Em Geral | Não | R$ 1,17 | 1,05% | R$ 9,03 | 0,05% | 0,00% | 9,38% | 0,00% | 0,01 | R$ 4.154.120.032,00 | 460.269.531 | 41.155.660,32 | 0,01% | 0,00% | 1,15 | -1,34 | -0,11 | 5,41% | 2,87% | 3,30% | 0 | 0 | 7 | 7 | 149 | 185 | 277 | 9 | 7 | 22/05/2024 00:00 | 22/05/2024 00:00 | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_overview,fiis_overview,True,True,True,fiis_overview,"Roteiro de perguntas canônicas para rota fiis_overview (overview consolidado de cada FII, 1 linha por fundo). Foco: resumo geral, principais indicadores, tamanho, liquidez, risco sintético.",,141,[],True,PASS,
Visao geral do VISC11 como investimento.,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_overview,fiis_overview,True,9.899999999999999,True,base,,1.0,0.2,8.799999999999999,9.899999999999999,8.799999999999999,8.799999999999999,fiis_overview,client_fiis_enriched_portfolio,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,fiis_overview,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_overview:plan:05071c9f989a4bb93e2ea8c2e2976df2a14ec446386a038afc63b035776fd3cb,True,False,138,138.0,263.654,False,,,"### Overview do VISC11

- Nome: **Vinci Shopping Centers Fundo Invest Imobiliario FII**
- Classificação e gestão: **Tijolo / Ativa**
- Setor e subsetor: **Shoppings / Shoppings**
- DY mensal / 12m: **0,74% / 8,84%**

| Código | Nome | Classificação | Setor | Subsetor | Tipo de gestão | DY mensal (%) | DY 12m (%) | Último dividendo (R$) | Último pagamento | Valor de mercado (R$) | Atualizado em |
| --- | --- | --- | --- | --- | --- | ---: | ---: | ---: | --- | ---: | --- |
| VISC11 | Vinci Shopping Centers Fundo Invest Imobiliario FII | Tijolo | Shoppings | Shoppings | Ativa | 0,74% | 8,84% | R$ 0,81 | 15/01/2026 | R$ 3.152.411.784,00 | 27/01/2026 00:00 |

**Detalhes**

| Código | Mercado-alvo | Exclusivo | Dividendos 12m (R$) | P/BV | PL por cota (R$) | Receita por cota | Payout (%) | Taxa de crescimento | Cap rate | Alavancagem | Patrimônio líquido (R$) | Nº de cotas | Nº de cotistas | Variação mês (%) | Variação ano (%) | Volatilidade | Sharpe | Sortino | Máx. drawdown | Peso IFIX (%) | Peso IFIL (%) | Rank usuários | Rank Sírios | Rank IFIX | Rank IFIL | Rank DY 12m | Rank DY mensal | Rank dividendos 12m | Rank valor de mercado | Rank patrimônio líquido | Snapshot criado em | Indicadores de risco criados em | Indicadores de risco atualizados em | Rankings atualizados em |
| --- | --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- | --- | --- |
| VISC11 | Investidores Em Geral | Não | R$ 9,67 | 0,89% | R$ 123,41 | 1,75% | 0,00% | -5,43% | 0,00% | 0,19 | R$ 3.557.630.811,00 | 28.828.640 | 23.418.742,77 | -0,04% | 0,00% | 1,97 | -0,66 | -0,06 | 15,36% | 2,07% | 2,38% | 0 | 0 | 9 | 9 | 245 | 295 | 132 | 12 | 8 | 22/05/2024 00:00 | 22/05/2024 00:00 | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_overview,fiis_overview,True,True,True,fiis_overview,"Roteiro de perguntas canônicas para rota fiis_overview (overview consolidado de cada FII, 1 linha por fundo). Foco: resumo geral, principais indicadores, tamanho, liquidez, risco sintético.",,142,[],True,PASS,
Como está o KNRI11 e o XPLG11 hoje?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_quota_prices,fiis_quota_prices,True,3.3,True,base,,0.9,0.05,3.3,3.3,2.1999999999999997,2.1999999999999997,fiis_quota_prices,ticker_query,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,2,precos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_quota_prices:plan:d80068f2dca31bc6cdb93ee90dcda81ce130193c0be4a21f35788f1a0787b859,True,False,296,296.0,411.35,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 26/01/2026 | KNRI11 | R$ 163,21 | R$ 163,21 | R$ 163,06 | R$ 164,28 | R$ 162,86 | 0,09% | 27/01/2026 00:00 | 27/01/2026 00:00 |


---

| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 26/01/2026 | XPLG11 | R$ 102,70 | R$ 102,70 | R$ 102,75 | R$ 103,04 | R$ 102,55 | -0,05% | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_quota_prices,fiis_quota_prices,True,True,True,fiis_quota_prices,"Suíte de testes para fiis_quota_prices — preço hoje, ontem, max/min, variação, ticker sem 11",,143,[],True,PASS,
Como está o preço do VINO agora?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_quota_prices,fiis_quota_prices,True,3.8500000000000005,True,base,,0.9,0.05,4.4,3.8500000000000005,3.3000000000000007,3.3000000000000007,fiis_quota_prices,ticker_query,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,precos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_quota_prices:plan:71d554bf1794a51ba076a1a9beae9be312932a2f263be2799a5b31088621d289,True,False,227,227.0,341.406,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 26/01/2026 | VINO11 | R$ 5,43 | R$ 5,43 | R$ 5,43 | R$ 5,46 | R$ 5,40 | 0,00% | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_quota_prices,fiis_quota_prices,True,True,True,fiis_quota_prices,"Suíte de testes para fiis_quota_prices — preço hoje, ontem, max/min, variação, ticker sem 11",,144,[],True,PASS,
Me mostra o preço do VINO11 agora,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_quota_prices,fiis_quota_prices,True,3.8500000000000005,True,base,,0.9,0.05,4.4,3.8500000000000005,3.3000000000000007,3.3000000000000007,fiis_quota_prices,ticker_query,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,precos_fii,True,True,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_quota_prices:plan:71d554bf1794a51ba076a1a9beae9be312932a2f263be2799a5b31088621d289,True,False,144,144.0,236.9,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 26/01/2026 | VINO11 | R$ 5,43 | R$ 5,43 | R$ 5,43 | R$ 5,46 | R$ 5,40 | 0,00% | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_quota_prices,fiis_quota_prices,True,True,True,fiis_quota_prices,"Suíte de testes para fiis_quota_prices — preço hoje, ontem, max/min, variação, ticker sem 11",,145,[],True,PASS,
Máxima e mínima do MXRF11 em 27/10/2025,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_quota_prices,fiis_quota_prices,True,18.15,True,base,,0.9,0.05,18.7,18.15,17.599999999999998,17.599999999999998,fiis_quota_prices,ticker_query,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,10,precos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_quota_prices:plan:e431ff91edfe8f3746f9b1bd576bbc8a1a9b7f8391f3083b5c6f8c4ba6bda6eb,True,False,210,210.0,315.045,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 13/01/2026 | MXRF11 | R$ 9,49 | R$ 9,49 | R$ 9,50 | R$ 9,51 | R$ 9,47 | -0,11% | 14/01/2026 00:00 | 14/01/2026 00:00 |
| 14/01/2026 | MXRF11 | R$ 9,48 | R$ 9,48 | R$ 9,49 | R$ 9,50 | R$ 9,46 | -0,11% | 15/01/2026 00:00 | 15/01/2026 00:00 |
| 15/01/2026 | MXRF11 | R$ 9,48 | R$ 9,48 | R$ 9,49 | R$ 9,52 | R$ 9,46 | -0,11% | 16/01/2026 00:00 | 16/01/2026 00:00 |
| 16/01/2026 | MXRF11 | R$ 9,45 | R$ 9,45 | R$ 9,50 | R$ 9,50 | R$ 9,44 | -0,53% | 17/01/2026 00:00 | 17/01/2026 00:00 |
| 19/01/2026 | MXRF11 | R$ 9,49 | R$ 9,49 | R$ 9,46 | R$ 9,49 | R$ 9,44 | 0,32% | 20/01/2026 00:00 | 20/01/2026 00:00 |
| 20/01/2026 | MXRF11 | R$ 9,49 | R$ 9,49 | R$ 9,49 | R$ 9,51 | R$ 9,48 | 0,00% | 21/01/2026 00:00 | 21/01/2026 00:00 |
| 21/01/2026 | MXRF11 | R$ 9,48 | R$ 9,48 | R$ 9,51 | R$ 9,52 | R$ 9,47 | -0,32% | 22/01/2026 00:00 | 22/01/2026 00:00 |
| 22/01/2026 | MXRF11 | R$ 9,50 | R$ 9,50 | R$ 9,49 | R$ 9,51 | R$ 9,48 | 0,11% | 23/01/2026 00:00 | 23/01/2026 00:00 |
| 23/01/2026 | MXRF11 | R$ 9,50 | R$ 9,50 | R$ 9,51 | R$ 9,51 | R$ 9,48 | -0,11% | 24/01/2026 00:00 | 24/01/2026 00:00 |
| 26/01/2026 | MXRF11 | R$ 9,50 | R$ 9,50 | R$ 9,51 | R$ 9,52 | R$ 9,49 | -0,11% | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_quota_prices,fiis_quota_prices,True,True,True,fiis_quota_prices,"Suíte de testes para fiis_quota_prices — preço hoje, ontem, max/min, variação, ticker sem 11",,146,[],True,PASS,
Mínima do HGLG11 no dia 27/10/2025,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_quota_prices,fiis_quota_prices,True,3.8500000000000005,True,base,,0.9,0.05,4.4,3.8500000000000005,3.3000000000000007,3.3000000000000007,fiis_quota_prices,ticker_query,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,10,precos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_quota_prices:plan:33952d722747b861081e954cfac63adb967d01b9ffe75a97e820e905af6aae26,True,False,310,310.0,435.139,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 13/01/2026 | HGLG11 | R$ 156,65 | R$ 156,65 | R$ 156,38 | R$ 156,75 | R$ 156,25 | 0,17% | 14/01/2026 00:00 | 14/01/2026 00:00 |
| 14/01/2026 | HGLG11 | R$ 156,75 | R$ 156,75 | R$ 156,79 | R$ 157,00 | R$ 156,40 | -0,03% | 15/01/2026 00:00 | 15/01/2026 00:00 |
| 15/01/2026 | HGLG11 | R$ 156,56 | R$ 156,56 | R$ 156,78 | R$ 157,01 | R$ 156,43 | -0,14% | 16/01/2026 00:00 | 16/01/2026 00:00 |
| 16/01/2026 | HGLG11 | R$ 156,81 | R$ 156,81 | R$ 156,76 | R$ 156,94 | R$ 156,61 | 0,03% | 17/01/2026 00:00 | 17/01/2026 00:00 |
| 19/01/2026 | HGLG11 | R$ 156,71 | R$ 156,71 | R$ 156,81 | R$ 157,26 | R$ 156,70 | -0,06% | 20/01/2026 00:00 | 20/01/2026 00:00 |
| 20/01/2026 | HGLG11 | R$ 157,00 | R$ 157,00 | R$ 156,83 | R$ 157,15 | R$ 156,50 | 0,11% | 21/01/2026 00:00 | 21/01/2026 00:00 |
| 21/01/2026 | HGLG11 | R$ 156,92 | R$ 156,92 | R$ 157,00 | R$ 157,08 | R$ 156,85 | -0,05% | 22/01/2026 00:00 | 22/01/2026 00:00 |
| 22/01/2026 | HGLG11 | R$ 156,97 | R$ 156,97 | R$ 157,20 | R$ 157,20 | R$ 156,97 | -0,15% | 23/01/2026 00:00 | 23/01/2026 00:00 |
| 23/01/2026 | HGLG11 | R$ 157,40 | R$ 157,40 | R$ 157,20 | R$ 157,40 | R$ 157,00 | 0,13% | 24/01/2026 00:00 | 24/01/2026 00:00 |
| 26/01/2026 | HGLG11 | R$ 157,37 | R$ 157,37 | R$ 157,39 | R$ 157,40 | R$ 156,97 | -0,01% | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_quota_prices,fiis_quota_prices,True,True,True,fiis_quota_prices,"Suíte de testes para fiis_quota_prices — preço hoje, ontem, max/min, variação, ticker sem 11",,147,[],True,PASS,
O HGLG11 subiu ou caiu hoje?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_quota_prices,fiis_quota_prices,True,3.3,True,base,,0.9,0.05,3.3,3.3,3.3,3.3,fiis_quota_prices,client_fiis_dividends_evolution,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,precos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_quota_prices:plan:549f336ea33ba47b205c63bd80d0fdba72a218b8ce45a3490989246ff7a82855,True,False,245,245.0,370.219,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 26/01/2026 | HGLG11 | R$ 157,37 | R$ 157,37 | R$ 157,39 | R$ 157,40 | R$ 156,97 | -0,01% | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_quota_prices,fiis_quota_prices,True,True,True,fiis_quota_prices,"Suíte de testes para fiis_quota_prices — preço hoje, ontem, max/min, variação, ticker sem 11",,148,[],True,PASS,
Preço de fechamento de ontem do KNRI11,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_quota_prices,fiis_quota_prices,True,11.549999999999997,True,base,,0.9,0.05,10.999999999999996,11.549999999999997,10.999999999999996,10.999999999999996,fiis_quota_prices,client_fiis_performance_vs_benchmark_summary,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,precos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_quota_prices:plan:cb8b485026592f302b34c21db35f4470fd423dc97c057b505c4c38d7057bc229,True,False,265,265.0,397.392,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 26/01/2026 | KNRI11 | R$ 163,21 | R$ 163,21 | R$ 163,06 | R$ 164,28 | R$ 162,86 | 0,09% | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_quota_prices,fiis_quota_prices,True,True,True,fiis_quota_prices,"Suíte de testes para fiis_quota_prices — preço hoje, ontem, max/min, variação, ticker sem 11",,149,[],True,PASS,
Qual a cotação atual do KNRI11?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_quota_prices,fiis_quota_prices,True,3.8500000000000005,True,base,,0.9,0.05,3.3000000000000007,3.8500000000000005,3.3000000000000007,3.3000000000000007,fiis_quota_prices,history_currency_rates,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,1,precos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_quota_prices:plan:86768febe1741426fa7d0af7093db75d9aee040cbeb876ecd72f53dfd9ae4c77,True,False,458,458.0,684.691,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 26/01/2026 | KNRI11 | R$ 163,21 | R$ 163,21 | R$ 163,06 | R$ 164,28 | R$ 162,86 | 0,09% | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_quota_prices,fiis_quota_prices,True,True,True,fiis_quota_prices,"Suíte de testes para fiis_quota_prices — preço hoje, ontem, max/min, variação, ticker sem 11",,150,[],True,PASS,
Qual foi a cotação de ontem do VISC11?,200,,True,,"{'reason': 'ok', 'message': 'ok'}",True,ok,ok,fiis_quota_prices,fiis_quota_prices,True,3.8500000000000005,True,base,,0.9,0.05,3.3000000000000007,3.8500000000000005,3.3000000000000007,3.3000000000000007,fiis_quota_prices,history_currency_rates,list:final_combined,combined;entity;entity_top_telemetry;final_combined;intent;intent_top2_gap_base;intent_top2_gap_final;rag_hint;rag_signal;thresholds_applied,10,precos_fii,False,False,,response,86400,araquem:dev-20251030:cfg-fe8e9cb7:pub:fiis_quota_prices:plan:1895ad20f74c3089b72932feda2e4b98c0c347973ba88eef4b82b51a972f3db9,True,False,256,256.0,405.169,False,,,"| Data | Código | Preço de fechamento (R$) | Preço ajustado (R$) | Abertura (R$) | Máxima (R$) | Mínima (R$) | Variação diária (%) | Criado em | Atualizado em |
| --- | --- | ---: | ---: | ---: | ---: | ---: | ---: | --- | --- |
| 13/01/2026 | VISC11 | R$ 109,86 | R$ 109,86 | R$ 109,23 | R$ 109,86 | R$ 108,54 | 0,58% | 14/01/2026 00:00 | 14/01/2026 00:00 |
| 14/01/2026 | VISC11 | R$ 109,17 | R$ 109,17 | R$ 109,48 | R$ 109,71 | R$ 108,95 | -0,28% | 15/01/2026 00:00 | 15/01/2026 00:00 |
| 15/01/2026 | VISC11 | R$ 109,05 | R$ 109,05 | R$ 109,17 | R$ 109,46 | R$ 109,02 | -0,11% | 16/01/2026 00:00 | 16/01/2026 00:00 |
| 16/01/2026 | VISC11 | R$ 108,84 | R$ 108,84 | R$ 109,47 | R$ 109,50 | R$ 108,62 | -0,58% | 17/01/2026 00:00 | 17/01/2026 00:00 |
| 19/01/2026 | VISC11 | R$ 109,26 | R$ 109,26 | R$ 109,00 | R$ 109,47 | R$ 108,58 | 0,24% | 20/01/2026 00:00 | 20/01/2026 00:00 |
| 20/01/2026 | VISC11 | R$ 110,44 | R$ 110,44 | R$ 109,26 | R$ 110,44 | R$ 108,92 | 1,08% | 21/01/2026 00:00 | 21/01/2026 00:00 |
| 21/01/2026 | VISC11 | R$ 109,33 | R$ 109,33 | R$ 110,00 | R$ 110,20 | R$ 109,33 | -0,61% | 22/01/2026 00:00 | 22/01/2026 00:00 |
| 22/01/2026 | VISC11 | R$ 109,10 | R$ 109,10 | R$ 109,67 | R$ 109,67 | R$ 109,04 | -0,52% | 23/01/2026 00:00 | 23/01/2026 00:00 |
| 23/01/2026 | VISC11 | R$ 109,78 | R$ 109,78 | R$ 109,39 | R$ 109,82 | R$ 109,06 | 0,36% | 24/01/2026 00:00 | 24/01/2026 00:00 |
| 26/01/2026 | VISC11 | R$ 109,35 | R$ 109,35 | R$ 110,00 | R$ 110,12 | R$ 109,18 | -0,59% | 27/01/2026 00:00 | 27/01/2026 00:00 |",fiis_quota_prices,fiis_quota_prices,True,True,True,fiis_quota_prices,"Suíte de testes para fiis_quota_prices — preço hoje, ontem, max/min, variação, ticker sem 11",,151,[],True,PASS,
